freq,sectperf,unit,geo\TIME_PERIOD	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,HES,MIO_PPS_KP05,JP	9272.906 	9693.529 	10170.648 	10793.137 	11087.449 	11394.698 	11463.584 	12260.663 	12570.558 	13000.692 	13713.567 	14010.735 	14755.981 	15732.022 	15678.922 	17111.09 	12052.468 b	12112.328 	12924.823 	12969.539 	13088.407 	13394.27 	13063.976 	13190.694 	13226.617 	14125.458 	14016.644 	14428.375 	13214.854 b	13931.798 	13563.572 	14407.726 	14646.212 	15594.291 b	15007.723 	14330.206 	13810.069 	: 	: 	: 	: 	: 	: 	: 
A,HES,MIO_PPS_KP05,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1000.365 d	1268.089 d	1520.898 d	1446.316 d	1656.119 d	1787.61 d	1851.537 d	1925.484 d	2002.727 d	2246.167 d	2388.587 d	2714.653 d	3247.419 b	3637.252 	3841.299 	4202.883 	4388.713 	4553.159 	4688.642 	4906.288 	4992.52 	5247.479 	: 	: 	: 	: 	: 	: 	: 
A,HES,MIO_PPS_KP05,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35.297 	49.108 	56.157 	49.419 	58.493 	60.91 	101.691 	119.981 	147.769 	161.369 	165.667 	191.067 	202.543 	178.019 	174.105 	216.79 	220.286 	248.95 	267.257 	294.401 	171.836 	172.964 	191.371 	215.7 	251.245 	246.977 	244.668 	295.374 p
A,HES,MIO_PPS_KP05,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.88 	1.454 	: 	1.403 e	4.988 	6.143 	9.754 	14.04 e	28.284 	36.867 	53.254 	46.207 	62.888 	72.907 	69.675 	76.065 	84.721 	89.728 	87.334 	95.691 	97.401 e	102.25 	109.087 	111.11 p
A,HES,MIO_PPS_KP05,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.777 	15.245 	20.061 	27.607 	27.389 	27.22 	29.882 	31.475 	32.061 	32.86 	54.548 	65.071 	76.56 	84.673 	44.34 	58.897 	88.757 	91.274 	73.215 	79.478 	90.688 	57.589 	74.761 	109.104 	114.781 	109.584 	111.936 	125.564 	125.135 
A,HES,MIO_PPS_KP05,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	54.162 	50.776 	40.259 	40.529 	45.356 	45.083 	: 	49.59 	: 
A,HES,MIO_PPS_KP05,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.123 	10.583 	10.95 	11.229 	12.865 	13.806 	13.13 	13.11 	17.991 	17.66 	25.265 	27.172 	24.426 	25.583 	23.536 	23.767 	28.095 	30.394 	30.898 	33.55 	35.607 	47.342 
A,HES,MIO_PPS_KP05,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2005.015 	2080.128 	2076.217 	2037.628 	2421.888 b	2698.275 	2766.314 	2928.979 	2944.514 	2927.367 	3091.429 	3056.474 	3128.505 	3388.567 	3544.193 	3699.316 	3353.802 	3275.977 	3352.487 b	3479.802 	3555.18 	3463.561 	3574.65 	3547.443 	3679.741 	3772.609 	4015.225 	3886.819 	3620.927 
A,HES,MIO_PPS_KP05,NO	: 	298.077 	294.885 e	304.59 	309.2 e	333.453 	: 	375.749 	: 	434.132 	: 	495.894 	: 	565.558 	: 	584.254 	: 	638.273 	: 	723.917 	: 	665.333 	733.294 	784.626 	813.443 	827.132 	827.083 	951.088 b	952.738 	1037.835 	1009.415 	975.655 	995.614 	1032.939 	1076.559 	1239.358 	1389.238 	1508.503 	1527.073 	1604.565 	1613.596 	1398.838 	1182.524 e	1342.4 
A,HES,MIO_PPS_KP05,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	470.516 	546.306 	601.371 	623.071 	675.688 	756.126 	770.22 	729.699 	682.681 	741.208 	771.808 	787.216 	939.318 	1035.576 	1292.564 	1466.378 	1506.569 	1776.236 	1512.692 	1681.825 	1836.079 	1980.602 	2338.299 	2773.261 	3572.63 	3600.654 	3941.658 	3898.538 	4418.711 p
A,HES,MIO_PPS_KP05,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	293.341 b	337.394 e	373.773 	424.978 e	473.961 	506.611 e	535.041 	521.048 e	511.052 	520.341 e	524.14 	604.598 e	681.037 	1016.438 b	1143.541 	1137.916 	1047.955 	952.993 	1110.522 b	1113.203 	1091.328 	1124.676 	1140.379 	1173.675 	1210.455 	1140.926 	1154.09 	1170.287 	1164.968 p
A,HES,MIO_PPS_KP05,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24.881 b	30.142 	20.864 	28.223 	34.913 	54.921 	59.351 	83.199 	54.272 	63.009 	94.543 	146.546 	239.373 	338.154 	220.247 	210.861 	218.521 b	187.188 	158.329 	124.589 	188.131 	125.713 	132.638 	127.223 	131.479 	106.222 	119.164 	127.191 	167.445 p
A,HES,MIO_PPS_KP05,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	281.396 	231.563 	247.437 	250.384 	232.367 	207.282 	209.712 	199.549 	211.476 	210.238 	224.539 	207.177 	218.605 	231.211 	230.261 
A,HES,MIO_PPS_KP05,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	743.708 	677.322 	688.957 	611.257 	596.826 	728.571 	606.072 	621.121 	686.839 	927.286 	1071.927 	1324.809 	1144.041 	1195.751 	1373.058 	1605.464 	1673.962 	1969.476 	2176.451 	2368.204 	2577.769 	2554.521 	2881.885 	2843.905 	: 	: 	: 	: 	: 	: 	: 	: 
A,HES,MIO_PPS_KP05,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1318.201 	: 	1253.957 bd	: 	1387.955 b	: 	1600.855 	: 	1719.939 	: 	1840.925 	1900.275 	1870.994 	1899.747 e	1941.397 	2013.837 e	2178.023 	2301.833 e	2384.766 	2478.756 e	2532.067 	2637.026 e	2632.832 	2718.936 e	2682.475 	2736.704 	2664.853 b	2630.361 	2704.759 	2665.238 	2689.779 p
A,HES,MIO_PPS_KP05,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	110.036 e	75.578 	63.076 	65.271 	67.198 	74.108 	80.742 	78.6 	61.672 	66.604 	92.776 	95.837 	98.114 	99.868 	112.275 	122.385 	122.667 b	119.422 	111.395 	105.728 	97.919 	98.196 	99.079 	114.746 	123.051 	128.374 	139.225 	147.886 	162.76 p
A,HES,MIO_PPS_KP05,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.814 	23.642 	38.869 	41.288 	36.558 	35.024 	33.353 	31.78 	48.295 	69.217 	73.738 	90.916 	98.389 	103.816 	103.644 	156.67 	219.324 	263.251 	265.911 	303.446 	535.672 	235.21 	241.83 	233.679 	244.845 	268.474 	279.06 	305.856 	340.304 
A,HES,MIO_PPS_KP05,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1124.295 	1237.919 	1477.384 	1524.576 	1725.801 	1721.541 	2066.055 	2055.188 	2024.602 	2478.977 	2277.317 	2742.19 	2848.731 	3132.581 	3295.914 	3370.587 	3592.096 	4391.141 	5395.077 	6065.864 	6317.51 	6450.534 	6851.901 	6885.35 	6779.044 	: 
A,HES,MIO_PPS_KP05,UK	: 	2466.146 b	: 	2542.82 	: 	2826.249 b	2981.761 	3202.722 	3256.114 	3234.797 	3325.182 	3370.332 	3437.835 	3634.45 b	4068.567 	3752.242 	3731.631 	3869.566 	4024.119 	4359.241 	4697.968 	5284.51 	5760.823 	5830.193 	5947.469 	6457.246 	6822.689 	7145.268 	7224.004 	7562.962 	7342.116 	7190.3 	7157.452 	7438.679 	7561.469 	7626.751 	7490.387 	7474.167 	7816.627 	7869.408 p	: 	: 	: 	: 
A,HES,MIO_PPS_KP05,US	14975.825 d	10998.956 bd	11112.715 d	11602.663 d	12430.613 d	13563.709 d	14885.474 d	16108.75 d	17280.898 d	18285.85 d	19104.802 d	19871.9 d	20691.132 d	21360.778 d	22048.453 d	22607.452 d	23282.435 d	24015.636 d	24997.794 bd	26496.833 d	28232.989 d	30326.334 d	33559.532 d	36438.734 bd	37849.544 p	38491.017 d	38888.526 d	39581.468 d	39506.975 d	41359.581 d	43222.166 d	43809.333 d	43581.798 d	43330.114 d	43188.913 d	44329.064 d	46054.857 d	: 	: 	: 	: 	: 	: 	: 
A,HES,PC_GDP,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.52 	: 	: 	: 	0.56 	: 	0.58 	0.59 e	0.57 	0.58 	0.65 e	0.68 	0.71 e	0.69 	0.72 e	0.72 	0.74 e	0.72 	0.7 e	0.69 	0.7 e	0.69 	0.72 e	0.75 	0.73 e	0.76 p
A,HES,PC_GDP,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.07 	0.11 	0.16 	: 	: 	: 	: 	0.11 	0.11 	0.11 	: 	: 
A,HES,PC_GDP,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.37 	0.38 	0.39 	0.4 b	0.4 	0.39 	0.4 	0.4 	0.41 	0.4 	0.4 	0.39 	0.39 	0.42 	0.47 	0.48 	0.48 	0.48 	0.5 	0.49 	0.49 	0.54 	0.53 	0.53 	0.53 	0.56 	0.55 	0.56 e	0.54 p
A,HES,PC_GDP,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.04 	0.03 b	0.03 	0.02 	0.03 b	0.05 	0.05 	0.05 	0.05 	0.04 	0.05 	0.04 	0.04 	0.04 	0.07 	0.07 	0.05 	0.05 	0.05 	0.07 	0.05 	0.04 	0.04 	0.04 	0.06 	0.05 	0.05 	0.05 	0.05 p
A,HES,PC_GDP,CH	: 	0.38 	: 	0.34 b	: 	: 	0.31 be	: 	0.49 b	0.48 e	: 	: 	0.58 	: 	0.57 	: 	0.58 	: 	0.54 	: 	0.52 	: 	0.57 	: 	0.6 	: 	0.58 	: 	0.64 	: 	0.71 	: 	0.81 	: 	0.85 	0.88 	: 	0.91 	: 	0.92 	: 	0.93 	0.9 d	: 
A,HES,PC_GDP,CN_X_HK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.08 	0.09 	0.11 	0.12 	0.12 	0.13 	0.13 	0.12 	0.12 	0.13 	0.14 	0.14 	0.14 	0.14 	0.14 	0.14 	0.14 	0.15 	0.16 	0.18 	0.19 	0.19 	0.2 	: 
A,HES,PC_GDP,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.05 	0.05 	0.06 	0.06 	0.08 	0.1 	0.12 	0.14 	0.16 	0.18 	0.17 	0.2 	0.22 	0.24 	0.24 	0.26 	0.25 	0.24 	0.21 	0.22 	0.24 	0.27 	0.3 	0.3 	0.26 	0.25 p
A,HES,PC_GDP,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.07 b	0.08 	0.09 	0.1 	0.13 	0.16 	0.17 	0.17 	0.17 	0.17 	0.22 	0.23 	0.24 	0.23 	0.26 	0.26 	0.37 	0.48 	0.51 	0.49 	0.47 	0.34 	0.34 	0.4 	0.41 	0.42 	0.39 	0.37 	0.34 p
A,HES,PC_GDP,DE	: 	0.4 	0.39 e	0.38 	0.38 e	0.38 	0.38 e	0.4 	0.39 e	0.39 	0.38 e	0.39 b	0.39 e	0.39 	0.38 	0.39 	0.4 	0.39 	0.38 	0.39 	0.39 	0.4 	0.42 	0.42 	0.4 	0.4 	0.4 	0.39 	0.43 	0.48 	0.49 	0.49 	0.5 	0.5 	0.5 	0.5 	0.52 b	0.52 	0.54 	0.54 	0.58 	0.56 	0.56 	0.54 p
A,HES,PC_GDP,DK	: 	0.27 	0.27 	0.28 	0.28 	0.28 	0.3 	0.32 	0.34 	0.36 	0.36 	0.36 	0.37 	0.39 	: 	0.44 	0.39 e	0.42 	0.4 e	0.41 	0.43 	0.44 	0.56 b	0.58 	0.59 	0.59 	0.62 	0.66 b	0.75 	0.84 	0.88 	0.91 	0.94 	1 	0.98 	1.04 	1 	0.98 	1 	1.01 p	1.03 	0.94 p	1.01 	1.06 p
A,HES,PC_GDP,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.37 e	0.39 e	0.4 e	0.4 e	0.39 e	0.39 e	0.39 e	0.39 e	0.42 e	0.46 e	0.46 e	0.45 e	0.46 e	0.47 e	0.46 e	0.46 e	0.46 e	0.45 e	0.46 e	0.46 e	0.49 e	0.48 e	0.47 e	0.47 e
A,HES,PC_GDP,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.37 e	0.39 e	0.4 e	0.4 e	0.39 e	0.39 e	0.39 e	0.39 e	0.42 e	0.45 e	0.46 e	0.45 e	0.46 e	0.47 e	0.46 e	0.46 e	0.46 e	0.45 e	0.46 e	0.46 e	0.49 e	0.48 e	0.47 e	0.47 e
A,HES,PC_GDP,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.16 	0.18 	0.31 	0.32 	0.35 	0.31 	0.35 	0.34 	0.36 	0.38 	0.38 	0.45 	0.44 	0.54 	0.59 	0.6 	0.64 	0.68 	0.72 	0.62 	0.6 	0.43 	0.5 	0.62 	0.56 	0.58 	0.59 	0.58 	0.6 
A,HES,PC_GDP,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.19 b	: 	0.22 	: 	0.29 	: 	0.26 	: 	0.26 	0.26 e	0.28 	0.27 e	0.29 e	0.23 be	0.23 e	0.22 e	0.27 	0.29 	0.31 	0.31 	0.37 	0.32 	0.33 	0.34 	0.39 	0.47 	0.43 	0.44 	0.44 p
A,HES,PC_GDP,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.25 	0.25 	0.25 	0.26 	0.25 	0.26 	0.27 e	0.29 	0.31 	0.31 	0.32 	0.32 	0.33 	0.35 	0.38 	0.38 	0.37 	0.36 	0.36 	0.35 	0.34 	0.32 	0.33 	0.33 	0.33 	0.37 	0.37 	0.37 	0.38 p
A,HES,PC_GDP,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.38 e	0.39 e	0.4 e	0.41 e	0.4 e	0.39 e	0.39 e	0.39 e	0.42 e	0.46 e	0.47 e	0.46 e	0.47 e	0.48 e	0.48 e	0.47 e	0.47 e	0.46 e	0.47 e	0.47 e	0.5 e	0.49 e	0.48 e	0.48 e
A,HES,PC_GDP,FI	: 	0.25 b	: 	0.3 	0.31 	0.32 e	0.33 	0.35 	0.35 e	0.34 	0.34 e	0.43 b	0.45 e	0.43 	0.42 	0.43 	0.44 e	0.52 b	0.55 	0.6 	0.58 	0.58 	0.62 	0.63 	0.66 	0.63 	0.62 	0.62 	0.61 	0.71 	0.76 	0.72 	0.74 	0.71 	0.72 	0.7 	0.69 	0.7 	0.7 	0.71 	0.72 	0.7 	0.71 	0.75 
A,HES,PC_GDP,FR	: 	0.31 b	0.31 	0.32 	0.32 	0.32 	0.32 	0.33 	0.32 	0.33 	0.33 	0.35 	0.35 	0.37 	0.37 	0.38 	0.38 	0.37 b	0.37 	0.36 	0.39 b	0.41 	0.41 	0.41 	0.39 b	0.39 	0.39 	0.4 	0.41 	0.46 	0.47 	0.46 	0.46 	0.47 	0.46 	0.46 	0.46 	0.45 	0.45 	0.44 	0.47 	0.45 	0.45 	0.46 p
A,HES,PC_GDP,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.33 	0.37 	0.38 	0.29 	0.27 	0.26 	0.27 	0.27 	0.21 	0.2 	0.2 	0.19 	0.2 	0.2 	0.28 	0.25 	0.3 	0.35 	0.4 	0.4 	0.4 	0.39 p
A,HES,PC_GDP,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.17 d	0.16 d	0.16 d	0.17 d	0.15 d	0.19 d	0.23 d	0.25 d	0.25 d	0.21 d	0.23 d	0.24 d	0.22 d	0.22 d	0.24 d	0.23 d	0.24 d	0.23 d	0.2 d	0.18 d	0.16 d	0.13 d	0.17 d	0.19 bd	0.21 d	0.2 d	0.23 d	0.21 	0.22 
A,HES,PC_GDP,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.25 e	0.25 	0.26 e	0.25 	0.24 e	0.22 	0.23 	0.24 	0.28 	0.31 	0.32 	0.32 	0.33 	0.4 	0.43 e	0.42 	0.39 e	0.36 	0.36 e	0.36 	0.27 	0.27 	0.26 	0.21 	0.2 	0.19 	0.17 e	0.16 e	0.18 e
A,HES,PC_GDP,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.42 	: 	0.51 	0.49 	0.47 	0.42 e	0.53 	0.45 e	0.58 	: 	0.59 	0.68 	0.64 	0.62 	0.65 	0.64 b	0.63 b	: 	0.63 b	0.64 	0.64 	0.65 	0.66 	0.63 	0.66 	0.71 	0.71 	0.65 	0.6 
A,HES,PC_GDP,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.24 	0.25 	0.3 b	0.32 	0.31 	0.31 	0.34 	0.35 	0.36 	0.34 	0.31 b	0.33 	0.34 	0.35 	0.37 	0.35 	0.34 	0.35 	0.37 	0.36 e	0.34 e	0.33 e	0.32 e	0.32 e	0.33 e	0.35 e	0.34 e	0.34 e	0.33 ep
A,HES,PC_GDP,JP	0.52 	0.53 	0.53 	0.55 	0.54 	0.53 	0.51 	0.52 	0.5 	0.5 	0.5 	0.49 	0.51 	0.55 	0.54 	0.57 	0.39 b	0.39 	0.42 	0.42 	0.42 	0.42 	0.41 	0.41 	0.4 	0.42 	0.41 	0.41 	0.38 b	0.43 	0.4 	0.42 	0.42 	0.44 b	0.42 	0.4 	0.38 	0.38 	0.37 b	0.38 	0.38 	0.39 	0.39 	: 
A,HES,PC_GDP,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.23 d	0.23 d	0.23 d	0.23 d	0.22 d	0.22 d	0.24 d	0.24 d	0.26 d	0.29 b	0.32 	0.33 	0.34 	0.35 	0.35 	0.35 	0.35 	0.34 	0.35 	0.35 	0.35 	0.36 	0.41 	0.42 	0.44 	: 
A,HES,PC_GDP,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.15 	0.2 	0.21 	0.19 	0.21 	0.21 	0.33 	0.35 	0.4 	0.41 	0.39 	0.41 	0.42 	0.43 	0.42 	0.49 	0.48 	0.52 	0.54 	0.58 	0.33 	0.32 	0.33 	0.36 	0.42 	0.39 	0.37 	0.45 p
A,HES,PC_GDP,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0.01 	: 	0.01 e	0.02 	0.02 	0.04 	0.05 e	0.09 	0.13 	0.18 	0.15 	0.2 	0.23 	0.21 	0.23 	0.24 	0.25 	0.24 	0.26 	0.27 e	0.26 	0.27 	0.28 p
A,HES,PC_GDP,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.11 	0.12 	0.14 	0.19 	0.18 	0.17 	0.17 	0.17 	0.16 	0.15 	0.22 	0.24 	0.25 	0.29 	0.18 	0.25 	0.36 	0.35 	0.27 	0.29 	0.32 	0.2 	0.25 	0.35 	0.36 	0.36 	0.34 	0.38 	0.37 
A,HES,PC_GDP,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.14 d	: 	0.12 d	0.14 d	0.17 	0.19 	0.17 	0.17 	0.13 	: 	: 	: 	: 
A,HES,PC_GDP,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.3 	0.27 	0.22 	0.21 	0.23 	0.24 	: 	0.24 	: 
A,HES,PC_GDP,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.15 	0.15 	0.15 	0.15 	0.17 	0.17 	0.16 	0.16 	0.21 	0.2 	0.28 	0.28 	0.24 	0.22 	0.2 	0.18 	0.2 	0.2 	0.21 	0.21 	0.21 	0.26 
A,HES,PC_GDP,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.52 	0.53 	0.5 	0.47 	0.53 b	0.57 	0.57 	0.6 	0.61 	0.59 	0.61 	0.58 	0.58 	0.61 	0.66 	0.68 	0.61 	0.6 	0.61 b	0.63 	0.63 	0.6 	0.6 	0.58 	0.59 	0.63 	0.63 	0.58 	0.54 
A,HES,PC_GDP,NO	: 	0.33 	0.33 e	0.33 	0.31 e	0.32 	: 	0.34 	: 	0.39 	: 	0.43 	: 	0.46 	: 	0.43 	: 	0.42 	: 	0.46 	: 	0.4 	0.44 	0.46 	0.46 	0.46 	0.44 	0.5 b	0.5 	0.55 	0.53 	0.51 	0.5 	0.52 	0.53 	0.6 	0.66 	0.7 	0.7 	0.73 	0.75 	0.62 	0.51 e	0.58 
A,HES,PC_GDP,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.16 	0.18 	0.18 	0.18 	0.19 	0.2 	0.2 	0.19 	0.17 	0.18 	0.18 	0.17 	0.19 	0.2 	0.24 	0.27 	0.26 	0.3 	0.26 	0.28 	0.29 	0.3 	0.34 	0.38 	0.47 	0.48 	0.49 	0.46 	0.52 p
A,HES,PC_GDP,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.19 b	0.21 e	0.23 	0.24 e	0.26 	0.27 e	0.28 	0.27 e	0.27 	0.27 e	0.27 	0.3 e	0.33 	0.5 b	0.58 	0.57 	0.53 	0.5 	0.59 b	0.59 	0.57 	0.57 	0.56 	0.56 	0.56 	0.58 	0.56 	0.53 	0.51 p
A,HES,PC_GDP,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.02 b	0.02 	0.02 	0.02 	0.03 	0.04 	0.04 	0.06 	0.04 	0.04 	0.06 	0.08 	0.12 	0.16 	0.11 	0.11 	0.11 b	0.09 	0.08 	0.06 	0.09 	0.06 	0.05 	0.05 	0.05 	0.04 	0.04 	0.04 	0.06 p
A,HES,PC_GDP,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.43 	0.35 	0.37 	0.38 	0.35 	0.32 	0.32 	0.29 	0.3 	0.29 	0.29 	0.27 	0.27 	0.28 	0.26 
A,HES,PC_GDP,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.04 	0.04 	0.06 	0.06 	0.07 	0.06 	0.06 	0.06 	0.07 	0.07 	0.08 	0.09 	0.09 	0.1 	0.09 	0.1 	0.11 	: 	0.1 	0.1 	0.11 	: 	: 	: 	: 
A,HES,PC_GDP,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.76 	: 	0.67 bd	: 	0.71 b	: 	0.75 	: 	0.76 	: 	0.78 	0.77 	0.74 	0.72 e	0.71 	0.74 e	0.84 	0.84 e	0.84 	0.88 e	0.89 	0.91 e	0.87 	0.87 e	0.85 	0.85 	0.8 b	0.81 	0.79 	0.76 	0.77 p
A,HES,PC_GDP,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.41 e	0.27 	0.22 	0.22 	0.21 	0.23 	0.24 	0.23 	0.17 	0.18 	0.24 	0.23 	0.22 	0.22 	0.27 	0.29 	0.29 b	0.29 	0.27 	0.25 	0.23 	0.22 	0.21 	0.23 	0.24 	0.26 	0.26 	0.27 	0.29 p
A,HES,PC_GDP,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.05 	0.05 	0.07 	0.07 	0.06 	0.06 	0.06 	0.05 	0.07 	0.1 	0.1 	0.11 	0.11 	0.11 	0.12 	0.17 	0.23 	0.27 	0.27 	0.3 	0.51 	0.22 	0.22 	0.2 	0.21 	0.23 	0.23 	0.25 	0.27 
A,HES,PC_GDP,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.22 	0.25 	0.28 	0.31 	0.33 	0.31 	0.34 	0.31 	0.28 	0.33 	0.3 	0.38 	0.37 	0.36 	0.36 	0.34 	0.35 	0.4 	0.48 	0.5 	0.5 	0.51 	0.53 	0.48 	0.45 	: 
A,HES,PC_GDP,UK	: 	0.3 b	: 	0.29 	: 	0.31 b	0.31 	0.32 	0.31 	0.3 	0.3 	0.31 	0.32 	0.33 b	0.35 	0.32 	0.31 	0.3 	0.3 	0.32 	0.33 	0.36 	0.39 	0.38 	0.38 	0.4 	0.41 	0.42 	0.43 	0.47 	0.44 	0.43 	0.42 	0.43 	0.42 	0.42 	0.4 	0.4 	0.41 	0.41 p	: 	: 	: 	: 
A,HES,PC_GDP,US	0.31 d	0.22 bd	0.23 d	0.23 d	0.23 d	0.24 d	0.25 d	0.26 d	0.27 d	0.28 d	0.28 d	0.3 d	0.3 d	0.3 d	0.3 d	0.3 d	0.29 d	0.29 d	0.29 bd	0.29 d	0.3 d	0.32 d	0.35 d	0.37 bd	0.37 p	0.36 d	0.35 d	0.35 d	0.35 d	0.38 d	0.39 d	0.39 d	0.37 d	0.36 d	0.35 d	0.35 d	0.36 d	0.36 d	0.36 d	0.36 d	0.38 d	0.36 d	0.36 dp	: 
